item_id,museum,source_object_id,source_accession_number,title,title_original,description,culture,culture_original,period,period_original,object_type,object_type_original,material,material_original,technique,technique_original,provenance,classification,country,region,image_url,object_url,license,dataset_split,review_status,review_decision_original,review_reason,reviewer,review_date,source_branch,source_commit,source_file,enrichment_source_file,metadata_recovery_source,metadata_recovery_version,adapter_name,adapter_version,processing_timestamp,image_local_path,image_sha256,image_phash,culture_source,culture_canonical,culture_components,culture_component_count,culture_attribution_type,culture_mapping_decision,culture_mapping_basis,culture_strict_ground_truth_eligible,culture_mapping_status,culture_mapping_note,culture_mapping_version,image_download_status,image_acquisition_action,image_final_url,image_content_type,image_bytes,image_width,image_height,image_format,image_download_version
CMA:134604,CMA,134604,1957.136,Tunic,Tunic,"Finely woven interlocked tapestry garments were a privilege of the nobility within the Inca Empire. Such garments were made throughout the vast Inca territory by women of noble families, by professional weavers, and by the Aclla (Chosen Women). These specialists lived in cloistered communities and served the state by brewing beer and weaving fine cloth. The products of their labor were redistributed by the Inca state as prized gifts to loyal vassals and allies. The standardized decorative scheme of this tunic, known as the Inca Key, is one of the most common Inca tunic patterns.","Peru, Inca, 15th-16th century","Peru, Inca, 15th-16th century",c. 1400–1540,c. 1400–1540,Textile,Textile,,,tapestry; cotton and camelid fiber,tapestry; cotton and camelid fiber,,Textile,,,https://openaccess-cdn.clevelandart.org/1957.136/1957.136_web.jpg,https://clevelandart.org/art/1957.136,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_134604.jpg,51a208027b47fbdb94b03d3da6356099a6f42b33c308a72537054f7616961e2d,,"Peru, Inca, 15th-16th century",Inca,Inca,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1957.136/1957.136_web.jpg,image/jpeg,626267,805,893,JPEG,image_download_v1
CMA:134765,CMA,134765,1957.340,Fragment,Fragment,,"Peru, South Coast, Nasca-Huari style","Peru, South Coast, Nasca-Huari style",c. 600–700,c. 600–700,Textile,Textile,,,interlocking warp and weft: wool,interlocking warp and weft: wool,,Textile,,,https://openaccess-cdn.clevelandart.org/1957.340/1957.340_web.jpg,https://clevelandart.org/art/1957.340,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_134765.jpg,a0548dc83978328a8e3655933af5955fe44a0c7f748f6d2072618b1301a46e2e,,"Peru, South Coast, Nasca-Huari style",,Nasca | Wari,2,composite,include_non_strict,composite_attribution,False,resolved,La fuente contiene más de una atribución cultural. Se conservan todos los componentes sin reducirlos automáticamente a una sola cultura.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1957.340/1957.340_web.jpg,image/jpeg,715513,1263,663,JPEG,image_download_v1
CMA:134948,CMA,134948,1957.495,Tapestry Square Panel,Tapestry Square Panel,,"Peru, South Coast, Wari Culture, Middle Horizon, 8th-12th Century","Peru, South Coast, Wari Culture, Middle Horizon, 8th-12th Century",c. 700–1100,c. 700–1100,Tapestry,Tapestry,,,tapestry with interlocked wefts: wool and cotton,tapestry with interlocked wefts: wool and cotton,,Tapestry,,,https://openaccess-cdn.clevelandart.org/1957.495/1957.495_web.jpg,https://clevelandart.org/art/1957.495,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_134948.jpg,84e824b83ba638c371a12f589d353a369060efbb4f797e0348aff81fb4d48abb,,"Peru, South Coast, Wari Culture, Middle Horizon, 8th-12th Century",Wari,Wari,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1957.495/1957.495_web.jpg,image/jpeg,810556,883,893,JPEG,image_download_v1
CMA:137312,CMA,137312,1962.240,Embroidered Fragment,Embroidered Fragment,,"Peru, South Coast, Paracas","Peru, South Coast, Paracas",c. 650–100 BCE,c. 650–100 BCE,Embroidery,Embroidery,,,wool embroidery on wool tabby ground,wool embroidery on wool tabby ground,,Embroidery,,,https://openaccess-cdn.clevelandart.org/1962.240/1962.240_web.jpg,https://clevelandart.org/art/1962.240,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_137312.jpg,62e7d5dc6a0c287a8d37b806eed3edefac575a63db5099031d47570dfaaebd8a,,"Peru, South Coast, Paracas",Paracas,Paracas,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1962.240/1962.240_web.jpg,image/jpeg,81816,750,650,JPEG,image_download_v1
CMA:149062,CMA,149062,1977.190,Fragment,Fragment,,"Peru, Central Coast, Chancay, 12th-15th century","Peru, Central Coast, Chancay, 12th-15th century",c. 1100–1400,c. 1100–1400,Textile,Textile,,,tapestry: cotton and wool,tapestry: cotton and wool,,Textile,,,https://openaccess-cdn.clevelandart.org/1977.190/1977.190_web.jpg,https://clevelandart.org/art/1977.190,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_149062.jpg,b3c1365eca65ee4842e0c821e61ad1b625f94a5948bcf7b6ddbe8d517d32afd6,,"Peru, Central Coast, Chancay, 12th-15th century",Chancay,Chancay,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1977.190/1977.190_web.jpg,image/jpeg,1074457,1263,892,JPEG,image_download_v1
CMA:152258,CMA,152258,1985.139,Two Textile Fragment with Fanged Heads,Two Textile Fragment with Fanged Heads,"These two rare fragments of equal size and mounted side by side feature fanged heads connected by a fanged mouth band. Each band ascends as a column above a rectangular, disembodied eye that implies the original presence of large figures or heads beneath the bands. Fanged heads are common markers of the supernatural in Chavín art, an early style that developed in the highlands of Peru. The original textile may have served as a ceremonial wall hanging.","Peru, South Coast, Ica Valley, Chavín style","Peru, South Coast, Ica Valley, Chavín style",500–200 BCE,500–200 BCE,Textile,Textile,,,cotton: plain weave patterned by fiber-wrapped warps and supplementary wefts,cotton: plain weave patterned by fiber-wrapped warps and supplementary wefts,,Textile,,,https://openaccess-cdn.clevelandart.org/1985.139/1985.139_web.jpg,https://clevelandart.org/art/1985.139,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_152258.jpg,2f24b98bf19630d9344cef42f21be96bd661d7bd18a5dec28fe5492b6aaef595,,"Peru, South Coast, Ica Valley, Chavín style",Chavin,Chavin,1,style,include_non_strict,stylistic_attribution,False,resolved,"La fuente expresa una atribución de estilo. Se conserva como metadata cultural no estricta, pero no se utiliza como ground truth cultural inequívoco.",culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1985.139/1985.139_web.jpg,image/jpeg,371076,495,893,JPEG,image_download_v1
CMA:152334,CMA,152334,1985.193,Mantle Border Fragment with Oculate Being,Mantle Border Fragment with Oculate Being,"This border fragment features a supernatural being apparently at the center of a religion that swept the south coast during the final stages of the Paracas culture. Known as the Oculate Being after its huge eyes, it is affiliated with fertility and violence—note the darts it holds in one hand. Both large and small versions of the being are embroidered on the fragment, which likely comes from the border of a large, rectangular, shawl-like garment known as a mantle.","Peru, South Coast, Paracas (Cavernas) style (700 BCE–1 CE)","Peru, South Coast, Paracas (Cavernas) style (700 BCE–1 CE)",200 BCE–200 CE,200 BCE–200 CE,Embroidery,Embroidery,,,"camelid fiber, embroidery over foundation cloth","camelid fiber, embroidery over foundation cloth",,Embroidery,,,https://openaccess-cdn.clevelandart.org/1985.193/1985.193_web.jpg,https://clevelandart.org/art/1985.193,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_152334.jpg,fd26c82426681e52e920159009acfc2e13f46b4fb6735d8f0f80bad4653c1f14,,"Peru, South Coast, Paracas (Cavernas) style (700 BCE–1 CE)",Paracas,Paracas,1,style,include_non_strict,stylistic_attribution,False,resolved,"La fuente expresa una atribución de estilo. Se conserva como metadata cultural no estricta, pero no se utiliza como ground truth cultural inequívoco.",culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1985.193/1985.193_web.jpg,image/jpeg,144094,181,893,JPEG,image_download_v1
CMA:152819,CMA,152819,1985.7,Two Tapestry-woven Panel Fragments,Two Tapestry-woven Panel Fragments,"These two fragments, mounted side-by-side, come from the Chimú (<em>chee-</em><strong><em>moo</em></strong>) Empire of Peru’s north coast. Each features horizontal rows containing four frontal figures. The rows alternate with wider registers, each with an H shape that represents a litter seen from above. A form of transport reserved for only the most esteemed members of society, the litter would have been carried by human porters via poles at each corner. Scattered around each are small creatures, including birds, a fish (located beneath), and two insect-like creatures posed as if they were carrying the litter. The objects hovering above the litter have not been identified.","Central Andes, North Coast, Chimú people","Central Andes, North Coast, Chimú people",1000–1460s,1000–1460s,Tapestry,Tapestry,,,"camelid fiber and cotton, tapestry weave","camelid fiber and cotton, tapestry weave",,Tapestry,,,https://openaccess-cdn.clevelandart.org/1985.7/1985.7_web.jpg,https://clevelandart.org/art/1985.7,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_152819.jpg,b071f6d2a52222761a8e65071d105a8335313fbf947a14f205f4625ce568be6d,,"Central Andes, North Coast, Chimú people",Chimu,Chimu,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1985.7/1985.7_web.jpg,image/jpeg,368545,555,900,JPEG,image_download_v1
CMA:155505,CMA,155505,1990.225,Textile Fragment,Textile Fragment,,"Peru, North Coast, 9th-12th Century","Peru, North Coast, 9th-12th Century",800–1100,800–1100,Textile,Textile,,,"slit tapestry, cotton warp, camelid-fiber wefts","slit tapestry, cotton warp, camelid-fiber wefts",,Textile,,,https://openaccess-cdn.clevelandart.org/1990.225/1990.225_web.jpg,https://clevelandart.org/art/1990.225,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_155505.jpg,9d286956281ffda27b197b5feadcc3c357a1c5b9bb3fdea90f246b75e7ab8185,,"Peru, North Coast, 9th-12th Century",,,0,unattributed,exclude,insufficient_cultural_attribution,False,resolved,"La etiqueta no identifica una cultura específica. El registro se conserva en el corpus, pero queda excluido de evaluaciones basadas en identidad cultural.",culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1990.225/1990.225_web.jpg,image/jpeg,352751,900,827,JPEG,image_download_v1
CMA:155934,CMA,155934,1991.223,Tapestry Fragment,Tapestry Fragment,"The prominent figure with an elaborate headdress duplicated on this brightly colored fragment is known today as a “Lord,” a term that reveals uncertainty about his identity but confidence in his prestige. Whether a king or a deity, he was crucially important to the north coast Lambayeque (lahm-buy-YEK-kay) (Sicán) people, who often portrayed him in a wide range of media. The geometric motif that repeats in the nine central squares is unidentified.","Peru, North Coast, Lambayeque (Sicán) people","Peru, North Coast, Lambayeque (Sicán) people",700–1370s,700–1370s,Tapestry,Tapestry,,,"camelid fiber and cotton, tapestry weave","camelid fiber and cotton, tapestry weave",,Tapestry,,,https://openaccess-cdn.clevelandart.org/1991.223/1991.223_web.jpg,https://clevelandart.org/art/1991.223,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_155934.jpg,7c9d4b1b5146f77eece3623089cc561771b3ebb850fe30e7920a4c234ffc3182,,"Peru, North Coast, Lambayeque (Sicán) people",Lambayeque_Sican,Lambayeque_Sican,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1991.223/1991.223_web.jpg,image/jpeg,185448,392,900,JPEG,image_download_v1
CMA:156237,CMA,156237,1992.103,Tapestry Panel,Tapestry Panel,"The design of this panel depends on the repetition of a single motif: a small, geometricized head set inside a stepped V, which seems to represent the stylized bodies and wings of two birds. This motif, woven in different color combinations, alternates between up and down to form a sophisticated interlocking pattern that has no proper top and bottom. The panel probably once belonged to a garment.","Peru, Central Coast, Chancay-Chimú style, 11th-15th century","Peru, Central Coast, Chancay-Chimú style, 11th-15th century",1000–1460s,1000–1460s,Tapestry,Tapestry,,,"camelid fiber and cotton, tapestry weave","camelid fiber and cotton, tapestry weave",,Tapestry,,,https://openaccess-cdn.clevelandart.org/1992.103/1992.103_web.jpg,https://clevelandart.org/art/1992.103,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_156237.jpg,cb4328bbc47bffc60f7fb62bfc0d35d0b1d0ee1ac9e09fbac9b7011e4cc98141,,"Peru, Central Coast, Chancay-Chimú style, 11th-15th century",,Chancay | Chimu,2,composite,include_non_strict,composite_attribution,False,resolved,La fuente contiene más de una atribución cultural. Se conservan todos los componentes sin reducirlos automáticamente a una sola cultura.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1992.103/1992.103_web.jpg,image/jpeg,399726,466,893,JPEG,image_download_v1
CMA:157111,CMA,157111,1993.242,Triple Cloth,Triple Cloth,,"Peru, Recuay","Peru, Recuay",400 BCE–700 CE,400 BCE–700 CE,Textile,Textile,,,triple cloth: wool,triple cloth: wool,,Textile,,,https://openaccess-cdn.clevelandart.org/1993.242/1993.242_web.jpg,https://clevelandart.org/art/1993.242,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_157111.jpg,165ca455a33178b4c40dac551836394a00532ea9ac62f532913ae27ca3102b8e,,"Peru, Recuay",Recuay,Recuay,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1993.242/1993.242_web.jpg,image/jpeg,546446,685,893,JPEG,image_download_v1
CMA:157112,CMA,157112,1993.243,Double Cloth,Double Cloth,,"Peru, Recuay","Peru, Recuay",400 BCE–700 CE,400 BCE–700 CE,Textile,Textile,,,wool,wool,,Textile,,,https://openaccess-cdn.clevelandart.org/1993.243/1993.243_web.jpg,https://clevelandart.org/art/1993.243,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_157112.jpg,41726e1f9df5d03f756c5469454aa38ddbe8420503bab89cc8dcbb3eaffcad28,,"Peru, Recuay",Recuay,Recuay,1,direct,include_strict,direct_attribution,True,resolved,Atribución cultural directa. Se conserva como etiqueta canónica y puede utilizarse en el ground truth cultural estricto.,culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1993.243/1993.243_web.jpg,image/jpeg,588014,710,893,JPEG,image_download_v1
CMA:160691,CMA,160691,1998.52,Trapezoidal Bag,Trapezoidal Bag,,"Peru, South Coast, Arica culture, or Chile, North Coast, 13th-15th century","Peru, South Coast, Arica culture, or Chile, North Coast, 13th-15th century",1200–1400,1200–1400,Textile,Textile,,,alpaca wool,alpaca wool,,Textile,,,https://openaccess-cdn.clevelandart.org/1998.52/1998.52_web.jpg,https://clevelandart.org/art/1998.52,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_160691.jpg,862a5abed3061040badd421e9bc62aeddb02049c0ea5c45577c50b5514646f4d,,"Peru, South Coast, Arica culture, or Chile, North Coast, 13th-15th century",Arica,Arica,1,uncertain,include_non_strict,uncertain_attribution,False,resolved,"La fuente presenta incertidumbre explícita, alternativas o signos de interrogación. Se conserva para análisis descriptivo, pero no se utiliza como ground truth cultural estricto.",culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1998.52/1998.52_web.jpg,image/jpeg,557131,706,893,JPEG,image_download_v1
CMA:160692,CMA,160692,1998.53,Trapezoidal Bag,Trapezoidal Bag,,"Peru, South Coast, Arica culture, or Chile, North Coast, 13th-15th century","Peru, South Coast, Arica culture, or Chile, North Coast, 13th-15th century",1200–1400,1200–1400,Textile,Textile,,,alpaca wool,alpaca wool,,Textile,,,https://openaccess-cdn.clevelandart.org/1998.53/1998.53_web.jpg,https://clevelandart.org/art/1998.53,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_160692.jpg,e3e5b185c8cd6e6a93803fa9985063c09bc4d2a311b3139ae793f246eb5bb740,,"Peru, South Coast, Arica culture, or Chile, North Coast, 13th-15th century",Arica,Arica,1,uncertain,include_non_strict,uncertain_attribution,False,resolved,"La fuente presenta incertidumbre explícita, alternativas o signos de interrogación. Se conserva para análisis descriptivo, pero no se utiliza como ground truth cultural estricto.",culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/1998.53/1998.53_web.jpg,image/jpeg,604848,768,893,JPEG,image_download_v1
CMA:163622,CMA,163622,2005.13,Textile Fragment with Three Frontal Deities and Interlace Pattern,Textile Fragment with Three Frontal Deities and Interlace Pattern,"This textile fragment and (2005.14), belong to a group that represents Andean weavers’ earliest known achievements in double cloth, a technique that allows the creation of identical designs on both faces of the cloth but in reversed colors. They also record the devotion to abstraction typical of the Paracas style. One features three repeats of a highly geometrical standing deity with a fanged mouth. The other includes several stylized deity heads and a blocky, frontally posed feline. The type of garment that these fragments come from remains <br>unknown.","Peru, South Coast, Paracas (700 BC -AD 1), Yauca Valley?","Peru, South Coast, Paracas (700 BC -AD 1), Yauca Valley?",700–400 BCE,700–400 BCE,Textile,Textile,,,camelid fiber; double-cloth with structural embroidery,camelid fiber; double-cloth with structural embroidery,,Textile,,,https://openaccess-cdn.clevelandart.org/2005.13/2005.13_web.jpg,https://clevelandart.org/art/2005.13,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_163622.jpg,e7378a5b05f856e67748409b04bbb8606c2befb38508a03519199f299047c4d5,,"Peru, South Coast, Paracas (700 BC -AD 1), Yauca Valley?",Paracas,Paracas,1,uncertain,include_non_strict,uncertain_attribution,False,resolved,"La fuente presenta incertidumbre explícita, alternativas o signos de interrogación. Se conserva para análisis descriptivo, pero no se utiliza como ground truth cultural estricto.",culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/2005.13/2005.13_web.jpg,image/jpeg,121572,211,900,JPEG,image_download_v1
CMA:163640,CMA,163640,2005.14,"Textile Fragment with Frontal Deity Heads, Felines, and Interlace Pattern","Textile Fragment with Frontal Deity Heads, Felines, and Interlace Pattern","This textile fragment and (2005.13), belong to a group that represents Andean weavers’ earliest known achievements in double cloth, a technique that allows the creation of identical designs on both faces of the cloth but in reversed colors. They also record the devotion to abstraction typical of the Paracas style. One features three repeats of a highly geometrical standing deity with a fanged mouth. The other includes several stylized deity heads and a blocky, frontally posed feline. The type of garment that these fragments come from remains <br>unknown.","Peru, South Coast, Paracas, Yauca Valley(?)","Peru, South Coast, Paracas, Yauca Valley(?)",700–400 BCE,700–400 BCE,Textile,Textile,,,camelid fiber; double-cloth with structural embroidery,camelid fiber; double-cloth with structural embroidery,,Textile,,,https://openaccess-cdn.clevelandart.org/2005.14/2005.14_web.jpg,https://clevelandart.org/art/2005.14,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_163640.jpg,6ed53ccf66e33be963f6a29e9fcdd70b0cfd7d6ebfd0bada9d8d61c824d56304,,"Peru, South Coast, Paracas, Yauca Valley(?)",Paracas,Paracas,1,uncertain,include_non_strict,uncertain_attribution,False,resolved,"La fuente presenta incertidumbre explícita, alternativas o signos de interrogación. Se conserva para análisis descriptivo, pero no se utiliza como ground truth cultural estricto.",culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/2005.14/2005.14_web.jpg,image/jpeg,105105,243,900,JPEG,image_download_v1
CMA:163676,CMA,163676,2005.15,Textile Fragment with Interlace Pattern,Textile Fragment with Interlace Pattern,,"Peru, South Coast, Paracas, Yauca Valley(?)","Peru, South Coast, Paracas, Yauca Valley(?)",700–400 BCE,700–400 BCE,Textile,Textile,,,camelid fiber and cotton; brocaded plain-weave,camelid fiber and cotton; brocaded plain-weave,,Textile,,,https://openaccess-cdn.clevelandart.org/2005.15/2005.15_web.jpg,https://clevelandart.org/art/2005.15,CC0,principal,aprobado,aceptar_principal,mantener,,,mejora/cma-flujo-reproducible-es,0659cd14769fa8e2cf1bde4b01b2cbb3f0415db6,data/metadata/cma_corpus_principal_revisado.csv,data/metadata/cma_andes_textiles_candidates.csv,cma_andes_textiles_candidates,1.0.0,cma_enriched_adapter,1.0.0,2026-07-15T09:44:36Z,data/images/cma/CMA_163676.jpg,7849e36041ca4c267f873befcd0886fed60fb0bcda9ed6ecca350a6cb3a92c5b,,"Peru, South Coast, Paracas, Yauca Valley(?)",Paracas,Paracas,1,uncertain,include_non_strict,uncertain_attribution,False,resolved,"La fuente presenta incertidumbre explícita, alternativas o signos de interrogación. Se conserva para análisis descriptivo, pero no se utiliza como ground truth cultural estricto.",culture_mapping_curated_v1,available,downloaded,https://openaccess-cdn.clevelandart.org/2005.15/2005.15_web.jpg,image/jpeg,659219,1263,542,JPEG,image_download_v1
